protein,G10_2,G10_3,G11_2,G11_3,G12_2,G12_3,G13_2,G13_3,G16_2,G16_3,G17_2,G17_3,G18_2,G18_3,G19_2,G19_3,G20,G20_2,G21,G21_2,G22,G22_2,G23,G23_2,G26,G26_2,G27,G27_2,G28,G28_2,G29,G29_2,G32,G32_2,G33,G33_2,G34,G34_2,G35,G35_2,G4_2,G4_3,G5_2,G5_3,G6_2,G6_3,G7_2,G7_3,SumNSAFpH7.1,SumNSAFpH7.5,clusterpH7.1,clusterpH7.5,uniprotID
TRINITY_DN49056_c0_g1::TRINITY_DN49056_c0_g1_i1::g.12743::m.12743,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3747,0,0,0,0,3.4892,0,0,0,3.4055,0,0,0,0,0,0,0,0,0,0,0,0,3.6336,3.7281,0,0,0,0,0,3.5214,0,3.5467,0,0,0,10.6495,7.155,14,22,NA
TRINITY_DN49064_c0_g1::TRINITY_DN49064_c0_g1_i1::g.12716::m.12716,4.8592,0,4.7061,9.6398,0,0,9.9916,0,0,0,0,4.698,4.6078,4.7112,0,4.7444,0,0,0,0,10.8729,5.4656,0,0,0,0,4.867,0,0,0,0,0,0,0,5.1191,0,0,0,0,0,4.8215,0,4.9161,0,0,0,13.8744,9.5778,63.8457,43.6268,27,6,A0A210QLP6
TRINITY_DN49070_c0_g1::TRINITY_DN49070_c0_g1_i1::g.12751::m.12751,3.1062,3.1817,3.0083,9.2432,3.1061,9.5897,3.1935,6.664,6.1034,2.9975,2.977,0,2.9455,3.0116,2.9468,3.0328,5.99,0,12.4552,6.2208,0,0,9.1172,6.1401,6.04,9.1097,3.1112,0,6.5461,9.7865,6.0138,2.985,0,0,0,0,0,3.265,0,0,0,3.0903,3.1425,0,3.1651,3.2792,5.9127,6.1225,87.706,67.3218,1,1,A0A210QC36
TRINITY_DN49098_c0_g1::TRINITY_DN49098_c0_g1_i1::g.12734::m.12734,0,0,0,0,0,0,0,0,6.4289,6.3147,6.2716,6.3266,0,0,0,0,44.1661,38.2625,19.6792,26.2105,0,0,0,0,50.8968,70.3672,26.2167,39.8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.2812,NA,11,A0A1X7TVX7
TRINITY_DN49119_c0_g1::TRINITY_DN49119_c0_g1_i3::g.12820::m.12820,8.1797,2.7928,2.6406,5.409,8.1794,2.8059,14.016,2.9247,8.0361,2.6311,10.4526,10.5444,12.9274,10.5741,12.9331,13.3107,13.1447,13.2856,10.9329,8.1908,12.2019,21.4676,10.6706,13.4741,10.6035,13.3271,10.9236,13.8262,5.746,5.7269,7.9182,10.4807,11.6023,17.0908,17.2342,19.9242,11.6814,14.3295,19.6028,14.5397,10.8216,10.8502,8.2754,5.4515,11.113,5.7568,7.7851,13.4355,252.9305,235.238,2,1,K1QSS1
TRINITY_DN49121_c0_g1::TRINITY_DN49121_c0_g1_i1::g.12848::m.12848,3.1869,6.5287,6.1729,3.1611,3.1868,6.5592,9.8294,6.8371,0,3.0753,6.1087,6.1623,6.044,6.1797,9.07,6.2232,9.2183,6.2114,3.1947,3.1912,7.131,0,0,3.1498,9.2953,9.3463,9.5759,3.2321,0,0,6.17,12.2501,3.3903,3.3294,0,0,10.2402,6.6995,6.5464,6.7978,3.1621,12.6821,9.6725,6.3718,3.2473,0,3.0331,0,119.1946,123.0746,1,1,A0A0B6ZKU3
TRINITY_DN49135_c0_g1::TRINITY_DN49135_c0_g1_i1::g.12822::m.12822,7.5505,0,0,0,0,0,0,0,7.4179,0,7.2364,0,7.1598,0,7.1629,7.3721,14.5602,0,0,7.5607,0,8.4927,0,7.4626,7.3409,0,7.5625,0,0,0,14.6182,7.2558,8.0324,0,0,0,0,0,7.755,8.0528,0,0,0,0,0,0,0,0,75.3319,67.2615,1,1,A0A0B7A3Z8
TRINITY_DN49142_c0_g1::TRINITY_DN49142_c0_g1_i1::g.12843::m.12843,5.5144,0,5.3406,5.4698,5.5142,5.6748,5.6694,5.9152,10.8352,0,5.285,10.6629,0,0,5.2314,5.3841,0,0,5.5279,5.5219,0,0,10.7904,5.4502,5.3613,0,0,5.5926,5.8106,0,5.3381,0,5.8663,5.7609,0,5.7566,5.9063,5.7962,11.3275,5.8812,5.4716,0,5.5789,0,11.2379,5.8215,5.2484,5.4346,106.6416,88.018,1,1,NA
TRINITY_DN49152_c0_g1::TRINITY_DN49152_c0_g1_i2::g.12838::m.12838,0,0,0,3.8636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3578,0,0,0,0,0,0,0,0,0,0,3.7431,0,0,0,0,0,0,0,0,0,0,0,0,0,4.112,0,0,12.2129,3.8636,30,14,A0A210QNF8
TRINITY_DN49187_c0_g1::TRINITY_DN49187_c0_g1_i1::g.12839::m.12839,6.3945,6.55,6.193,3.1714,3.1972,3.2903,3.2871,3.4297,3.1411,3.0853,6.1286,3.0912,12.1273,3.0999,6.0663,6.2434,3.0828,9.3475,3.2051,6.4032,3.5771,3.5962,9.3845,3.1601,3.1085,3.1256,6.4047,3.2426,3.369,3.3578,3.0951,3.0725,3.4013,3.3402,3.3682,6.6754,3.4245,6.7213,6.5677,3.41,3.1724,6.3617,6.4693,3.1963,3.2579,3.3753,9.1291,3.151,103.0058,108.4548,1,1,A0A210PH95
TRINITY_DN49196_c0_g1::TRINITY_DN49196_c0_g1_i1::g.12832::m.12832,0,3.485,0,3.3748,1.7011,1.7506,0,7.2992,3.3426,4.9248,3.2608,6.5788,8.0656,4.948,6.4553,6.6438,9.8414,11.6048,6.8212,3.4069,9.5162,11.4806,4.9932,8.4067,4.9618,6.652,5.1116,6.9011,7.17,3.5731,3.2935,6.5391,9.0486,3.5544,8.9606,7.1035,9.1103,10.7285,8.7361,7.2573,11.8156,8.4621,10.3263,5.1019,3.4668,1.7959,1.6191,1.6765,131.2333,137.8194,1,1,A0A210QXG0
TRINITY_DN49197_c0_g1::TRINITY_DN49197_c0_g1_i1::g.12844::m.12844,4.5338,4.644,8.7818,6.7456,4.5336,4.6657,6.9918,7.295,6.6813,6.5626,4.3452,6.575,6.4488,4.3957,4.3011,6.64,6.5572,8.8366,4.5449,6.8099,2.5362,2.5498,6.6537,4.481,6.6119,4.4321,6.8115,6.8972,7.1659,4.7614,4.3888,4.3569,2.4116,4.7365,7.1643,4.7329,4.856,2.3827,4.6566,4.8354,4.4986,4.5105,6.8802,4.5324,6.9296,7.1794,2.1575,6.7022,115.2111,135.2927,1,1,K1QL99
TRINITY_DN49198_c0_g1::TRINITY_DN49198_c0_g1_i1::g.12826::m.12826,0,0,0,0,0,0,0,0,9.708,3.1785,3.1568,3.1845,12.4936,3.1935,3.1248,6.432,9.5277,6.4199,3.3019,6.5966,0,3.7049,0,0,3.2024,0,0,3.3406,0,0,3.1885,3.1653,3.504,0,6.9399,6.877,0,0,0,0,0,0,3.3324,0,3.3563,0,3.1349,6.4923,48.2861,68.9683,8,1,A0A210QRP6
TRINITY_DN49216_c0_g1::TRINITY_DN49216_c0_g1_i1::g.38349::m.38349,0,0,8.8021,0,0,0,0,0,0,0,0,4.3935,0,0,0,0,0,4.4285,0,9.1009,0,0,0,4.4914,8.8363,8.8847,4.5515,9.2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4914,58.215,13,35,W9C9G5
TRINITY_DN49249_c0_g1::TRINITY_DN49249_c0_g1_i1::g.38355::m.38355,3.942,4.0378,0,0,3.9419,0,0,0,0,0,3.778,0,0,0,3.7397,3.8489,0,3.8416,0,3.9474,8.8206,0,0,0,0,3.8536,0,0,8.3075,0,0,3.7882,0,4.1183,4.1528,0,0,0,8.0975,0,0,0,0,0,0,0,0,0,40.5443,31.6715,7,10,A0A210R1P3
TRINITY_DN49250_c0_g1::TRINITY_DN49250_c0_g1_i1::g.38322::m.38322,0,0,0,0,0,0,0,2.4543,0,0,0,0,2.1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6239,0,23,NA,A0A210PX61
TRINITY_DN49256_c0_g1::TRINITY_DN49256_c0_g1_i1::g.38346::m.38346,4.0394,4.1375,3.9121,4.0067,4.0392,4.1568,4.1529,4.333,3.9684,0,3.8713,0,3.8303,3.9163,7.6641,7.8878,7.7894,7.8729,4.0492,4.0448,9.0384,4.5434,3.9521,3.9923,3.9272,3.9488,4.0458,8.1933,0,0,7.8204,3.8817,4.2971,4.22,8.5107,4.2168,4.3265,8.4916,4.1487,8.6161,4.008,4.0186,4.0866,4.0381,4.1159,8.5286,3.8445,7.9618,119.2903,101.1535,1,1,A0A1S3JSQ3
TRINITY_DN49284_c0_g1::TRINITY_DN49284_c0_g1_i2::g.38328::m.38328,6.9124,3.5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4647,0,0,0,0,0,3.3603,0,0,3.5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5217,0,0,0,3.5217,17.3181,22,39,A0A0F6TNS6
TRINITY_DN49289_c0_g1::TRINITY_DN49289_c0_g1_i2::g.38321::m.38321,3.6625,3.7516,10.6414,0,7.3249,3.7691,0,11.7863,0,3.5343,3.5102,0,6.946,0,6.9491,3.576,3.5314,3.5693,0,3.6675,0,8.2392,3.5834,3.6199,0,0,3.6684,3.7145,3.8593,0,3.5455,0,7.7926,0,7.7168,3.8234,3.9229,3.8497,7.5235,7.8124,3.6341,3.6437,7.4108,3.6614,3.732,3.8665,3.4859,3.6095,97.4177,80.9339,1,1,K1QLM6
TRINITY_DN49294_c0_g1::TRINITY_DN49294_c0_g1_i1::g.38317::m.38317,35.3716,13.5868,34.2569,26.3141,30.9492,13.6502,22.7286,9.4857,17.3753,17.0667,21.1877,17.099,12.578,8.5736,20.9726,21.5849,17.0525,17.2354,31.0258,22.1372,24.7335,24.8659,21.6295,21.8499,30.091,25.9338,26.571,22.4209,18.6357,27.8605,29.9607,29.7424,18.8145,27.7148,27.9473,23.0782,28.4143,18.5896,22.706,28.2935,21.9356,21.9937,22.3658,30.9407,22.5264,14.0031,37.8733,30.5022,521.0798,538.4905,2,11,F5B9E0
TRINITY_DN49295_c0_g1::TRINITY_DN49295_c0_g1_i1::g.38352::m.38352,0,0,3.7426,0,0,7.9537,0,4.1453,0,0,3.7037,7.4724,0,3.7467,0,3.7731,0,0,0,3.8697,0,0,0,0,0,0,0,0,4.072,0,0,0,4.111,0,0,0,0,0,0,0,0,0,0,0,0,0,3.678,0,27.3688,22.8994,20,33,NA
TRINITY_DN49298_c0_g1::TRINITY_DN49298_c0_g1_i1::g.38359::m.38359,9.0467,9.2666,4.3808,0,4.5232,0,0,4.8521,0,8.73,4.3352,13.1197,4.2893,4.3856,4.2912,4.4164,0,0,0,0,0,5.0878,0,4.4707,0,4.4219,0,4.5875,4.7663,9.5008,4.3787,8.6936,0,9.4511,4.7652,0,14.5345,14.2635,4.6458,4.8242,8.9764,4.5001,4.5762,9.0439,0,4.7752,0,4.4579,111.1568,99.2013,1,1,A0A0L8FI54
TRINITY_DN49299_c0_g2::TRINITY_DN49299_c0_g2_i2::g.38342::m.38342,9.0052,0,0,0,0,0,0,9.6597,0,0,0,8.7064,8.5392,0,0,0,0,0,0,0,0,10.1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.221,0,0,0,0,0,28.3278,35.9326,18,6,NA
TRINITY_DN49300_c0_g1::TRINITY_DN49300_c0_g1_i1::g.38343::m.38343,0,0,16.5327,8.4663,0,0,0,0,8.3855,0,0,0,8.0937,0,0,0,0,0,0,8.5469,0,9.6004,8.3509,0,8.2984,0,0,8.6564,8.9937,0,8.2624,0,0,0,0,8.9102,27.426,0,17.5329,0,0,8.4915,0,0,0,0,0,0,79.9091,76.2879,1,1,A0A210QXS9
TRINITY_DN49310_c0_g1::TRINITY_DN49310_c0_g1_i1::g.23127::m.23127,7.3251,7.5032,0,7.2658,0,15.0763,0,0,7.1965,0,0,0,0,7.102,6.9491,7.152,0,7.1385,7.343,7.335,0,0,7.1668,0,0,0,0,0,15.437,0,0,0,0,0,0,0,0,7.6994,0,0,0,7.2875,14.8215,7.3229,7.464,7.733,6.9717,7.2191,88.8036,73.196,1,6,NA
TRINITY_DN49329_c0_g1::TRINITY_DN49329_c0_g1_i1::g.23128::m.23128,3.0674,0,0,0,0,0,0,0,0,0,0,0,2.9087,0,0,0,2.9575,0,0,0,3.4318,3.4501,0,0,0,0,3.0723,0,0,0,2.9693,2.9477,3.2631,3.2045,3.2314,6.4042,0,0,3.1505,3.2714,0,0,0,0,0,0,0,6.046,28.1755,25.2004,7,16,K1R9A6
TRINITY_DN49345_c0_g2::TRINITY_DN49345_c0_g2_i1::g.23130::m.23130,0,0,0,0,0,0,0,0,0,3.7291,3.7037,3.7362,3.6644,3.7467,3.6661,0,3.726,3.766,0,3.8697,0,0,0,0,3.7571,3.7778,0,3.9193,0,4.0584,3.7409,3.7136,0,0,4.0711,0,4.1391,4.0619,0,0,0,0,0,0,0,0,0,0,30.7911,38.056,8,10,K1QQT6
TRINITY_DN49346_c0_g1::TRINITY_DN49346_c0_g1_i1::g.23150::m.23150,17.1452,10.9762,6.2268,6.3774,12.8585,13.2329,8.8136,9.1957,8.4221,6.2044,10.27,10.3602,8.129,12.4673,8.1326,14.6476,10.332,6.2657,6.4452,6.4382,7.1932,4.8212,8.3873,8.4728,4.1673,0,8.5863,6.5207,4.5165,0,10.3732,8.2381,11.3996,11.1949,9.031,6.7118,6.8864,9.0107,15.4083,13.7143,6.3795,10.6607,8.6729,6.4275,10.9189,9.05,6.1193,4.2243,206.4244,188.7704,2,1,K1PJS7
TRINITY_DN49360_c0_g1::TRINITY_DN49360_c0_g1_i1::g.23117::m.23117,7.884,4.0378,3.8178,3.9101,7.8838,4.0567,4.0528,4.2285,3.8728,0,0,7.6225,3.738,7.6439,3.7397,3.8489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1435,0,0,3.9114,7.8435,7.9762,7.8816,8.0335,4.1616,3.7518,3.885,63.1677,58.7577,20,6,V4BLL6
TRINITY_DN49362_c0_g1::TRINITY_DN49362_c0_g1_i1::g.23157::m.23157,0,0,0,0,0,0,5.3678,0,0,0,0,0,4.9509,5.0621,0,0,0,5.0881,5.2338,5.2282,11.6826,5.8726,5.1082,0,0,5.104,10.4588,10.5903,5.5015,5.4832,0,0,11.1086,10.909,11.0006,16.3512,0,16.4637,10.7249,11.1368,0,0,0,0,0,0,0,0,82.2461,85.8388,1,18,V3ZHA7
TRINITY_DN49366_c0_g2::TRINITY_DN49366_c0_g2_i1::g.23140::m.23140,3.4201,0,0,0,0,3.5196,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,3.8264,0,0,0,0,0,0,0,0,0,3.3107,3.2866,0,0,0,0,0,3.5949,0,3.6476,0,3.4025,0,3.419,3.4849,0,0,0,24.6707,13.6016,8,8,A0A210Q0L9
TRINITY_DN49432_c0_g2::TRINITY_DN49432_c0_g2_i1::g.7781::m.7781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0668,12.2636,12.6149,12.6012,0,0,0,0,30.587,30.7549,18.9063,12.7627,0,0,0,0,0,0,0,6.5684,0,0,0,0,0,0,0,0,0,0,0,0,0,130.5109,NA,4,A0A077WD85
TRINITY_DN49434_c0_g1::TRINITY_DN49434_c0_g1_i1::g.7773::m.7773,0,3.1817,3.0083,0,0,0,3.1935,3.332,0,2.9975,0,3.0031,2.9455,3.0116,2.9468,3.0328,0,0,0,0,0,3.4938,0,0,3.02,0,0,0,3.273,0,0,2.985,0,0,0,0,0,0,0,0,3.0821,3.0903,0,3.1053,0,3.2792,2.9564,9.1838,43.6334,24.4883,8,6,NA
TRINITY_DN49441_c0_g1::TRINITY_DN49441_c0_g1_i1::g.7753::m.7753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3752,0,0,0,0,0,0,0,0,4.1069,0,0,0,0,0,0,0,4.1105,0,0,0,0,0,0,0,0,0,0,12.5926,0,21,NA,K1QTC0
TRINITY_DN49444_c0_g1::TRINITY_DN49444_c0_g1_i1::g.7790::m.7790,0,3.0284,2.8633,0,2.9564,3.0425,3.0396,0,2.9046,8.559,5.6671,2.8584,2.8035,2.8665,5.6095,8.66,5.7013,5.7624,5.9275,5.921,6.6155,9.9763,2.8926,2.9221,2.8744,2.8902,0,5.9969,3.1153,3.1049,2.862,5.6823,3.1452,3.0887,6.2292,3.0864,0,0,6.0732,3.1532,2.9336,2.9413,2.9911,0,3.0126,3.1212,2.8139,2.9137,84.3442,79.4425,1,1,V4ACF1
TRINITY_DN49445_c0_g1::TRINITY_DN49445_c0_g1_i1::g.7752::m.7752,0,15.588,7.3692,15.0949,0,7.8303,0,8.1621,14.9509,7.3426,0,0,7.2153,14.7546,7.2185,0,22.0097,7.4152,22.8828,7.6193,17.0258,17.117,0,15.0409,14.7956,7.4384,7.6211,7.717,16.0353,0,7.3657,0,0,31.7968,8.0159,15.8864,16.2997,0,15.6301,8.1152,0,7.5699,15.396,7.6067,7.7533,8.0328,7.2419,29.9955,210.834,221.2336,2,1,A0A2C9KW22
TRINITY_DN49466_c0_g1::TRINITY_DN49466_c0_g1_i2::g.7751::m.7751,0,0,4.1332,0,0,0,0,0,0,0,0,0,0,0,4.0486,0,0,0,0,0,4.7746,0,0,0,0,0,0,0,0,0,0,4.1011,4.54,0,0,0,0,4.4858,4.3832,0,0,0,0,0,0,0,4.0618,4.2059,30.061,8.6732,8,3,A0A2R8RMQ4
TRINITY_DN49472_c0_g1::TRINITY_DN49472_c0_g1_i1::g.7754::m.7754,9.7668,5.0021,9.459,9.6878,14.6497,15.0763,5.0207,10.4767,9.5953,9.4249,9.3605,4.7214,9.2614,9.4693,4.6327,9.536,4.7085,9.518,9.7907,9.78,5.4635,10.9855,9.5557,9.6531,4.7478,4.7739,4.8912,4.9527,5.1457,5.1286,9.4545,4.6928,5.1951,5.1017,10.2891,10.1958,5.2305,5.133,5.0156,10.4165,4.8455,4.8583,9.881,9.7638,9.952,5.1554,13.9434,9.6254,193.1183,170.5202,1,1,A0A2C9KJ31
TRINITY_DN49479_c0_g1::TRINITY_DN49479_c0_g1_i2::g.7789::m.7789,6.3945,3.275,0,9.5142,9.5915,0,6.5743,10.289,3.1411,6.1707,3.0643,9.2736,12.1273,9.2997,3.0332,6.2434,6.1656,3.1158,6.4102,6.4032,7.1542,3.5962,6.2563,15.8003,12.4341,12.5023,3.2024,0,3.369,13.4311,6.1901,6.145,6.8026,0,3.3682,0,3.4245,3.3607,0,6.8199,3.1724,3.1808,9.704,3.1963,6.5158,3.3753,12.1721,3.151,151.6636,114.0811,1,1,A0A210PPF5
TRINITY_DN49480_c0_g2::TRINITY_DN49480_c0_g2_i1::g.7749::m.7749,4.5654,4.6764,0,4.5285,0,4.6982,4.6937,0,4.4853,4.4056,4.3755,8.8279,8.6583,4.4264,17.3243,4.4575,4.4019,8.8983,9.1531,9.1432,0,10.2702,4.4667,9.0245,4.4387,4.463,9.1454,4.6302,0,0,4.4194,4.3873,4.8568,4.7695,4.8095,9.5318,4.8899,0,4.689,4.8691,0,0,0,4.564,0,0,0,4.4993,91.3071,109.5169,1,1,A0A210QEH5
TRINITY_DN49481_c0_g1::TRINITY_DN49481_c0_g1_i1::g.7772::m.7772,0,0,0,4.9929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8727,4.9929,6,14,A0A210PZ89
TRINITY_DN49515_c0_g1::TRINITY_DN49515_c0_g1_i1::g.7853::m.7853,8.3715,8.575,4.0539,12.4557,6.2785,8.615,6.4551,6.735,4.1123,6.0589,4.0117,4.0469,7.9383,8.1166,7.9419,6.1303,6.0538,4.0792,8.392,2.0957,14.049,7.0621,6.143,4.137,4.0696,4.0919,8.3849,6.3677,8.8211,4.3959,4.0519,8.0449,6.6794,8.7458,8.8192,13.1088,8.9666,8.7994,6.4487,4.4642,4.1533,6.2464,6.3521,8.369,10.6628,8.8378,1.9919,4.1252,163.0692,149.3027,1,1,K1S2N7
TRINITY_DN49528_c0_g1::TRINITY_DN49528_c0_g1_i1::g.7876::m.7876,0,3.485,1.6475,1.6874,1.7011,0,0,0,0,0,0,0,3.2262,3.2987,4.8415,0,1.6402,1.6578,1.7053,0,1.9032,1.9134,3.3288,1.6813,1.6539,1.663,0,0,3.585,1.7866,1.6468,0,0,3.5544,1.7921,0,0,1.7881,0,1.8143,0,1.6924,1.721,0,0,0,0,0,29.1862,22.1947,7,6,A0A210QBN0
TRINITY_DN49531_c0_g1::TRINITY_DN49531_c0_g1_i1::g.7881::m.7881,2.719,0,2.6333,0,0,5.5962,0,0,0,0,0,2.6288,0,2.6362,0,0,0,0,0,0,0,0,2.6602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3958,0,5.5016,2.7182,2.7706,0,0,0,11.003,21.5967,8,26,K1R849
TRINITY_DN49540_c0_g1::TRINITY_DN49540_c0_g1_i1::g.7854::m.7854,0,7.0309,6.6478,6.8085,0,7.0637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6795,15.4412,0,0,0,0,6.875,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8108,6.8288,0,6.862,6.9942,7.2464,6.5329,0,50.9579,47.8638,27,6,A0A210QHS9
TRINITY_DN49546_c0_g1::TRINITY_DN49546_c0_g1_i1::g.7864::m.7864,0,0,0,2.0454,0,8.4884,0,0,0,0,0,0,1.9554,0,0,2.0134,1.9883,0,2.0671,0,4.6141,2.3194,4.0351,4.0762,0,0,4.1308,4.1827,2.1729,4.3313,1.9962,0,2.1937,0,0,2.1527,0,0,4.2359,2.1993,2.0461,0,2.0862,0,0,0,1.9626,0,40.3651,20.8259,8,8,A0A210PNG1
TRINITY_DN49549_c0_g1::TRINITY_DN49549_c0_g1_i1::g.7851::m.7851,0,0,0,0,7.8523,8.0809,0,0,7.7147,7.5776,7.5259,15.1839,7.4462,7.6134,7.4495,7.667,0,7.6525,7.8717,7.8631,8.7853,0,0,15.5222,0,7.6764,7.865,7.9639,0,0,0,15.0922,0,8.2036,0,8.1974,0,8.2538,0,8.3749,7.7915,7.8122,7.9443,7.8501,0,8.2898,0,0,110.4275,124.8221,1,1,A0A210QXB7
TRINITY_DN49584_c1_g2::TRINITY_DN49584_c1_g2_i4::g.7831::m.7831,5.099,7.8345,7.4075,5.0578,5.0989,7.871,5.2423,5.4697,5.0095,7.3808,2.4435,4.9298,7.2528,4.9437,4.8373,4.9785,2.4582,4.9692,5.1115,2.553,8.5571,8.603,0,2.5198,0,2.4923,0,5.1714,0,5.355,4.936,7.3501,8.1367,10.654,5.3717,5.323,5.4615,8.0394,5.2371,5.4382,5.0594,5.0728,5.1587,5.0975,5.1957,2.6915,2.4265,2.5126,120.0177,112.6803,1,1,A0A0L8I854
TRINITY_DN49595_c0_g1::TRINITY_DN49595_c0_g1_i1::g.7839::m.7839,3.9263,0,0,0,0,4.0405,0,0,0,3.7888,3.7629,3.796,3.7231,3.8067,3.7247,3.8335,3.7857,3.8263,3.9358,3.9316,4.3927,4.4162,0,3.8805,3.8173,3.8382,3.9325,3.982,8.2742,4.1234,3.8007,3.773,4.1768,4.1018,4.1362,4.0987,4.2053,4.1269,4.0326,4.1874,3.8958,0,0,0,0,0,0,0,68.3414,62.7969,1,1,A0A1S3J077
TRINITY_DN49603_c0_g2::TRINITY_DN49603_c0_g2_i1::g.7826::m.7826,3.5435,3.6297,3.4319,3.5149,7.0869,7.2932,3.6431,3.8011,3.4813,3.4195,3.3961,0,3.3602,3.4356,0,3.4598,3.4167,6.9066,3.5522,3.5484,3.9645,3.9857,3.467,3.5023,3.4452,0,0,3.5938,0,0,3.4303,3.4053,7.5394,7.404,3.733,0,3.7954,3.7246,3.6395,3.7793,3.516,3.5253,3.585,7.0849,3.6107,3.7409,3.3726,3.4923,79.5233,81.7152,1,1,K1QA98
TRINITY_DN49608_c0_g1::TRINITY_DN49608_c0_g1_i1::g.33522::m.33522,4.1947,4.2967,6.0938,8.3216,6.2919,6.4751,6.4689,6.7494,8.2422,8.0957,8.0405,6.0833,5.9665,2.0335,7.9588,12.2868,2.0223,6.1318,8.4099,6.3006,0,0,12.3122,8.2918,10.1957,4.1007,8.4028,2.1271,4.42,6.6079,12.1818,6.0465,11.156,6.5734,11.0476,13.1368,11.2321,6.6136,8.6166,4.4738,8.3243,10.4329,10.6094,4.1934,8.5485,6.6425,7.9847,6.201,152.0917,168.1233,1,1,A0A1S3IUL9
TRINITY_DN49620_c0_g1::TRINITY_DN49620_c0_g1_i1::g.33509::m.33509,0,0,0,0,0,0,0,2.6724,0,0,0,0,0,0,0,0,0,2.4278,0,0,0,0,2.4374,0,2.4221,0,0,0,2.6251,0,0,0,0,2.6027,0,0,2.6683,0,0,2.657,0,2.4785,0,0,0,0,0,0,10.6228,9.9311,21,22,A0A210QXR7
TRINITY_DN49633_c1_g2::TRINITY_DN49633_c1_g2_i1::g.33521::m.33521,2.2827,0,0,0,0,0,2.3469,0,0,0,0,4.4139,4.3292,0,2.1655,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4053,0,2.2097,0,0,0,0,0,0,0,0,2.4346,0,0,0,2.282,0,2.4098,2.1726,0,20.4736,8.9786,8,8,A0A210PYY3
TRINITY_DN49634_c0_g1::TRINITY_DN49634_c0_g1_i1::g.33481::m.33481,0,0,0,0,0,0,0,0,3.0908,0,0,0,0,0,2.9846,0,0,3.0659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2312,0,0,0,0,0,0,0,0,0,6.2158,6.1567,11,9,A0A210PYD0
TRINITY_DN49641_c0_g1::TRINITY_DN49641_c0_g1_i1::g.33511::m.33511,35.6932,24.3739,28.807,23.603,29.7434,30.6095,18.3482,25.5251,23.3777,22.9624,22.8057,23.0059,16.9231,17.3031,22.5741,17.4249,22.9434,23.1894,11.9268,29.7846,13.3111,20.0736,17.4609,23.5185,17.3512,29.0773,17.875,24.1331,25.0734,31.2376,17.276,22.8669,12.657,18.6445,12.534,18.6304,19.1151,18.7586,18.3299,12.6892,17.708,17.7549,18.0553,17.8411,30.3082,25.1207,33.9712,23.451,513.5524,502.808,2,11,A0A210QCP1
TRINITY_DN49663_c0_g1::TRINITY_DN49663_c0_g1_i1::g.33487::m.33487,1.5194,1.5564,1.4716,1.5072,1.5194,1.5636,1.5622,0,2.9855,1.4663,1.4562,2.9381,1.4408,1.4732,1.4415,0,0,2.9615,0,0,0,0,1.4866,1.5018,1.4773,0,0,0,0,0,1.4709,1.4602,0,0,1.6007,1.5862,1.6274,0,1.5606,1.6205,3.0153,1.5116,1.5372,1.519,0,1.6041,1.4461,1.4975,22.7898,30.1095,8,6,A0A1S3K7H0
TRINITY_DN49679_c0_g1::TRINITY_DN49679_c0_g1_i1::g.33479::m.33479,7.5699,12.9232,12.2189,10.0115,15.1393,12.9835,10.3769,13.5335,4.958,14.6098,7.255,4.8792,11.9636,9.7858,7.1814,7.391,7.2988,12.2952,12.6473,12.6336,5.6461,8.5145,9.8751,9.9757,9.813,4.9334,12.6366,7.6773,15.9529,13.2499,9.7705,4.8497,10.7373,7.9083,10.6329,7.9024,10.8106,7.9567,5.1833,10.7646,7.5111,10.0413,10.2112,12.6126,10.2845,13.3191,9.6063,12.4339,236.6733,219.2705,2,1,NA
